iter	RMSE
446	0.7315808987
447	0.731303773
448	0.7311601937
449	0.7309964556
450	0.7309857465
451	0.7307523037
452	0.7305555065
453	0.7300826169
454	0.729854944
455	0.7294651924
456	0.7292145897
457	0.7291446613
458	0.7290443607
459	0.7287810894
460	0.7285020876
461	0.7281941497
462	0.7280124001
463	0.7279114063
464	0.7278442457
465	0.7276951015
466	0.7275570459
467	0.7274823257
468	0.7272774451
469	0.7270828287
470	0.726923889
471	0.7266072773
472	0.7265352062
473	0.7261891369
474	0.72604687
475	0.7255295751
476	0.7253116526
477	0.7250322162
478	0.7247558749
479	0.7246986742
480	0.7246740818
481	0.7244988607
482	0.724425597
483	0.72432665
484	0.7241890169
485	0.7239394901
486	0.7236459068
487	0.7233641296
488	0.7230958571
489	0.7227270692
490	0.7223996989
491	0.7223773045
492	0.722284421
493	0.722067519
494	0.7219145739
495	0.7216372695
496	0.7216180362
497	0.7214785129
498	0.7212274023
499	0.7210138334
500	0.7208715345
501	0.7207927085
502	0.7205791239
503	0.7204783753
504	0.7203509421
505	0.7201304071
506	0.7198902767
507	0.7195370041
508	0.7194220318
509	0.7192633283
510	0.7192160326
511	0.7189344031
512	0.7187349383
513	0.7182928091
514	0.7180344477
515	0.717855949
516	0.717561596
517	0.7171949582
518	0.7170632015
519	0.7169703749
520	0.7167798864
521	0.7164441166
522	0.7162269695
523	0.715851085
524	0.7156585759
525	0.7154435933
526	0.715248876
527	0.7151529603
528	0.7150361037
529	0.7150257171
530	0.7148048234
531	0.7145129069
532	0.7144217545
533	0.7142705914
534	0.7138381848
535	0.7138279856
536	0.7137512031
537	0.7134955483
538	0.7133285703
539	0.7132543861
540	0.7128611509
541	0.7127350014
542	0.7124874894
543	0.7123113262
544	0.712079376
545	0.7119728664
546	0.7118658923
547	0.7118559599
548	0.7118459714
549	0.71179458
550	0.7116102628
551	0.7113271039
552	0.7111159206
553	0.7107389744
554	0.7103821628
555	0.7101515532
556	0.7098772668
557	0.7094534719
558	0.7091367614
559	0.7089369724
560	0.7086345793
561	0.7083573322
562	0.7082666491
563	0.7079534201
564	0.7076258207
565	0.7072750098
566	0.7069791398
567	0.706911723
568	0.7067149396
569	0.7063046058
570	0.7061924813
571	0.7060622717
572	0.7058110624
573	0.7054823865
574	0.7052605785
575	0.705059483
576	0.7046931234
577	0.7045157345
578	0.7044318563
579	0.7041928908
580	0.7041347034
581	0.703981848
582	0.7039054616
583	0.7036436361
584	0.7036173891
585	0.7034512002
586	0.7031824446
587	0.703124675
588	0.7028404923
589	0.7025112198
590	0.7023060842
591	0.7020824393
592	0.7019623356
593	0.7019487737
594	0.7017489713
595	0.7015870183
596	0.7012600091
597	0.7010224312
598	0.7008685042
599	0.7005966474
600	0.7003768621
601	0.7001690151
602	0.6999445936
603	0.6998651552
604	0.6996679827
605	0.6994186055
606	0.6991820582
607	0.6989703649
608	0.6988497564
609	0.6987148652
610	0.6984689247
611	0.6983749841
612	0.6983194892
613	0.6982175114
614	0.6980204867
615	0.697923363
616	0.6977891308
617	0.6977650173
618	0.6977032518
619	0.6973819364
620	0.6972973869
621	0.6969745014
622	0.6967432961
623	0.6965712913
624	0.6965073961
625	0.6963649401
626	0.696033853
627	0.6959398629
628	0.6956585827
629	0.6953411077
630	0.6951916559
631	0.6950977451
632	0.6950522979
633	0.6948757277
634	0.6946272114
635	0.6946147514
636	0.6944339228
637	0.6942288799
638	0.6941287826
639	0.693793106
640	0.6936828305
641	0.6932391996
642	0.6930402315
643	0.6929014691
644	0.6928045702
645	0.6925728525
646	0.6924739219
647	0.6922514579
648	0.6920122001
649	0.6919073867
650	0.6918239075
651	0.6915475456
652	0.6911725988
653	0.6909277565
654	0.6907430494
655	0.69064878
656	0.6903484504
657	0.6899682376
658	0.6898008319
659	0.6895379317
660	0.6893199441
661	0.6891466496
662	0.6887529651
663	0.6884077009
664	0.6880918854
665	0.6879815926
666	0.6879678113
667	0.6877731179
668	0.6876415624
669	0.6874549908
670	0.6872239493
671	0.6870046536
672	0.6867689868
673	0.6866092094
674	0.6865113644
675	0.6862133982
676	0.6859145769
677	0.6858446569
678	0.6856407401
679	0.6853984131
680	0.6852527137
681	0.6850952355
682	0.685059265
683	0.6848419861
684	0.6846050484
685	0.6843303011
686	0.6840476393
687	0.6838191594
688	0.6836128248
689	0.6834102742
690	0.6831363417
691	0.6831083806
692	0.682959063
693	0.6828079723
694	0.6825546327
695	0.6823714451
696	0.6821020325
697	0.681888185
698	0.6817582662
699	0.6815372408
700	0.6814552317
701	0.6813109791
702	0.6812231134
703	0.681136386
704	0.6807329706
705	0.680691244
706	0.6804942147
707	0.6802852974
708	0.6800025717
709	0.6799193493
710	0.6797484452
711	0.6795499094
712	0.6793946599
713	0.6792854743
714	0.6791556609
715	0.6789021777
716	0.6787163812
717	0.6786285743
718	0.6785380536
719	0.6784784188
720	0.678420997
721	0.6781952803
722	0.6780985317
723	0.6779972211
724	0.6779122419
725	0.6777423698
726	0.6777098208
727	0.6775715794
728	0.677486554
729	0.6770967403
730	0.6769622207
731	0.6768185612
732	0.6767017929
733	0.676500464
734	0.6764753449
735	0.6764543456
736	0.6764252759
737	0.6761062927
738	0.6757709844
739	0.6754919706
740	0.6754811352
741	0.6751115613
742	0.674771261
743	0.6747250464
744	0.6745186962
745	0.6744021564
746	0.6741882306
747	0.6741069691
748	0.6738705213
749	0.6737031396
750	0.673545328
751	0.6733132479
752	0.6729078392
753	0.6728184303
754	0.6725643447
755	0.6722731103
756	0.6721998512
757	0.6719473241
758	0.6717783557
759	0.6716913886
760	0.6714545759
761	0.6713198684
762	0.671154305
763	0.6709750087
764	0.6709057683
765	0.6707685279
766	0.6704834302
767	0.6701639453
768	0.6701145935
769	0.6701042611
770	0.6699838797
771	0.6699080285
772	0.6698701738
773	0.6697826637
774	0.6695822002
775	0.6694299304
776	0.6692583206
777	0.6690853743
778	0.6689944584
779	0.6688021143
780	0.6687298954
781	0.6685550886
782	0.6684281249
783	0.6684180549
784	0.6682028452
785	0.6681760808
786	0.6679615293
787	0.6678961034
788	0.6675993355
789	0.6675459729
790	0.6674605801
791	0.6674024811
792	0.6671620231
793	0.667104056
794	0.66679542
795	0.6666037802
796	0.6665964016
797	0.666287985
798	0.6662011136
799	0.665895531
800	0.6657540047
801	0.6656767292
802	0.6653530941
803	0.6650588003
804	0.6649839502
805	0.6648504518
806	0.6644762634
807	0.6643068239
808	0.6640941062
809	0.6638664918
810	0.6637805956
811	0.6636216645
812	0.6634812212
813	0.6633496532
814	0.6631357558
815	0.6629638172
816	0.6627556437
817	0.6626593947
818	0.6623776325
819	0.6622771842
820	0.6622234621
821	0.6621419959
822	0.6620394622
823	0.6618661221
824	0.6617284713
825	0.6615231591
826	0.661346312
827	0.6612140898
828	0.6611445369
829	0.6608566087
830	0.6606190649
831	0.6605889886
832	0.660274522
833	0.6602216827
834	0.6601971417
835	0.6601612917
836	0.6600065168
837	0.659921852
838	0.6597428592
839	0.6595748594
840	0.6593206549
841	0.6591015381
842	0.6589354924
843	0.6589285939
844	0.6587003262
845	0.6586755775
846	0.6586688503
847	0.6584966274
848	0.6583656904
849	0.6583340839
850	0.6580915326
851	0.6578906475
852	0.6576063469
853	0.6574793536
854	0.6572339102
855	0.6570622796
856	0.6570168619
857	0.6568111662
858	0.6567700977
859	0.6564967899
860	0.6563938808
861	0.6561510847
862	0.6558787836
863	0.6557808482
864	0.6555667825
865	0.6554288461
866	0.6553060029
867	0.6550681544
868	0.6549449036
869	0.6549285191
870	0.654672948
871	0.6544411337
872	0.6542723577
873	0.6541719823
874	0.6540130086
875	0.6538646677
876	0.6537868802
877	0.6535774333
878	0.6533076181
879	0.6532248758
880	0.6530371924
881	0.6529239374
882	0.6527514496
883	0.6526164384
884	0.6525998028
885	0.6525927756
886	0.6523946749
887	0.6522148132
888	0.6520975781
889	0.6520122055
890	0.651842802
891	0.6517516199
892	0.6515333272
893	0.6515071791
894	0.6513969581
895	0.6512480112
896	0.6511241757
897	0.65111737
898	0.651010671
899	0.6506860675
900	0.6505930071
901	0.6505226373
902	0.6504464617
903	0.6501230043
904	0.650047767
905	0.6499859734
906	0.6498138536
907	0.6495377299
908	0.6493866017
909	0.6493074155
910	0.6491670403
911	0.6490756041
912	0.648904556
913	0.6488311444
914	0.6486942803
915	0.6486152841
916	0.6485240614
917	0.6483641815
918	0.6482264142
919	0.6480821248
920	0.6478660095
921	0.6477076679
922	0.6476745157
923	0.647524815
924	0.6474634605
925	0.6473337031
926	0.6472455216
927	0.6471714351
928	0.6469515694
929	0.6467421347
930	0.6466057933
931	0.6465192191
932	0.646223015
933	0.646216602
934	0.6459740846
935	0.6459678568
936	0.6459615346
937	0.6459017153
938	0.6456990077
939	0.6455869601
940	0.6454171998
941	0.6452966972
942	0.6450677869
943	0.6448755764
944	0.6446546724
945	0.6445591088
946	0.6444433625
947	0.6443916998
948	0.6441926831
949	0.6439989497
950	0.6439186627
951	0.643844805
952	0.6437266363
953	0.6435167834
954	0.6433507339
955	0.6432894378
956	0.6431690821
957	0.643063061
958	0.6429753377
959	0.6428141201
960	0.6427097564
961	0.6426189006
962	0.6425126026
963	0.6422267937
964	0.6421240482
965	0.6420402913
966	0.6418178971
967	0.641661253
968	0.6415518257
969	0.6414561493
970	0.6413839397
971	0.641270184
972	0.6411657652
973	0.6409094543
974	0.6408795171
975	0.6406762244
976	0.6406035923
977	0.6404127062
978	0.6402584969
979	0.6401969526
980	0.639961395
981	0.6399150795
982	0.6396265054
983	0.6395564638
984	0.6393317323
985	0.6392469615
986	0.6391579832
987	0.6389558101
988	0.6389495052
989	0.6387827718
990	0.6387043404
991	0.6386362065
992	0.6385275049
993	0.6383447756
994	0.6381719431
995	0.6380155328
996	0.6379567927
997	0.6377166428
998	0.6376117708
999	0.6374048461
